what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261338152
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331261338195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331261445892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331261449172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331261466791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261481824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261505503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261510029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261512422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261514782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261588811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331261610079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331261612684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1331261617437
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.active.elements",1331261617927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331261618796
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331261686399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261709806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261742201
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.commit",1331261742364
error,log,,,"org.tigris.subversion.javahl.ClientException: Unmergeable scheduling requested on an entry\nsvn: Can't add '/Users/taibo/Documents/workspaces/rapid_consulting_services/recruitment_app/Recruiting/bin/res/drawable-hdpi' to a parent directory scheduled for deletion\n",1331261742390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261742666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261746106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261754476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331261755721
